,screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
1159,fox5ny,2020-04-24T02:00:14Z,U.S. Border Patrol reports spike in smuggling in tractor-trailers https://t.co/L30MbAx7TI,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253503989100032004
2382,fox5ny,2020-03-27T21:37:04Z,Fairfield County fund raises $1 million https://t.co/FDvb9Nnt6x,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243653288538578949
1087,fox5ny,2020-04-25T19:40:19Z,"Hero of the Day!
6-year-old Naomi Semkhayev from Queens is brightening the day of hospital patients by drawing get well cards.  Thank you Naomi for your caring heart.
#givingback https://t.co/zzH4TADajT",3,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254133156116119561
2383,fox5ny,2020-03-27T21:20:07Z,"Governor, LA Sheriff sued by NRA, others over forced closure of gun stores during COVID-19 pandemic https://t.co/zpRvkEvuB5",3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243649020750331906
1078,fox5ny,2020-04-26T00:24:06Z,'I just can't do this.' Frustrated parents giving up on home school https://t.co/PJERNHhdpD,3,21,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254204570064113664
996,fox5ny,2020-04-28T16:02:04Z,NYC trying to get homeless people out of the subway system https://t.co/ZP6ttx1cx3,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255165393632714752
999,fox5ny,2020-04-28T15:28:04Z,NYC to try to get homeless people out of the subway system https://t.co/PKhOGvQxjY,3,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255156836908531712
2457,fox5ny,2020-03-26T17:37:04Z,California volunteers sew hospital masks for healthcare workers https://t.co/r05MzsWhgq,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243230501466497028
2454,fox5ny,2020-03-26T18:13:24Z,Groups call for 'coronavirus tax' on millionaires https://t.co/hgVPyOP1IH,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1243239644160016387
2450,fox5ny,2020-03-26T19:21:03Z,'It can happen to anybody': Georgia woman speaks out after battle with coronavirus https://t.co/BqnRrfv0UV,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243256669238431747
1007,fox5ny,2020-04-28T12:48:06Z,Doctors warn rare kids' syndrome may have virus tie https://t.co/geRodQJv3f,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255116579009896454
1012,fox5ny,2020-04-28T06:09:04Z,"Social distancing will continue ‘through the summer,’ Dr. Deborah Birx says https://t.co/81UcMq399W",3,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255016158878740488
1013,fox5ny,2020-04-28T05:52:04Z,Netflix to release Michelle Obama documentary in May https://t.co/F5zz477vXN,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255011881682702337
2434,fox5ny,2020-03-26T23:14:04Z,Federal judges urged to free thousands of California inmates https://t.co/l9GdmRYXAk,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243315309718712328
1025,fox5ny,2020-04-27T21:19:04Z,NYC to designate at least 40 miles of streets for pedestrians only https://t.co/a32hlDwGex,3,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254882781676650496
1029,fox5ny,2020-04-27T17:12:04Z,New York cancels presidential primary https://t.co/WDZ3II6y4Z,3,15,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254820621948682242
2428,fox5ny,2020-03-27T01:35:04Z,"No Dodgers Opening Day, COVID-19 testing site at Dodger Stadium instead https://t.co/nyxYEAdCky",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243350795933933580
2423,fox5ny,2020-03-27T02:59:04Z,"Retirees, taxpayers, and more: Who gets money from the coronavirus stimulus bill https://t.co/z0EYpi7WRw",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243371933523206144
1050,fox5ny,2020-04-26T23:02:04Z,"Pastor defies house arrest, holds church with 100 congregants in spite of stay-at-home order https://t.co/99hXsiQ1LB",3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254546315880603648
2413,fox5ny,2020-03-27T12:54:05Z,Kids and coronavirus: What are the dangers? https://t.co/cXceksH7q5,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243521673040736260
2412,fox5ny,2020-03-27T13:22:03Z,How to plan a child's birthday party in times of coronavirus https://t.co/H6MxNpBAMh,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243528713230340101
1061,fox5ny,2020-04-26T17:59:04Z,Perfect storm: Lombardy's virus disaster is lesson for world https://t.co/QRpDehCYWJ,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254470064541229056
2404,fox5ny,2020-03-27T15:52:30Z,"#BREAKING New York #coronavirus deaths jump to 519
https://t.co/625InyOLvC",3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1243566573295714305
1066,fox5ny,2020-04-26T16:04:32Z,WATCH LIVE – Gov. Andrew Cuomo holds a press conference on New York’s coronavirus response. https://t.co/PuO1QxV19J,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254441237458964480
1174,fox5ny,2020-04-23T21:51:03Z,FDNY firefighter loses 5-month-old daughter to coronavirus https://t.co/I1er0GB2kR,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253441278844506112
2317,fox5ny,2020-03-29T18:44:04Z,"Murphy: NJ coronavirus death toll reaches 161; state reporting 13,386 cases https://t.co/QVYrFAwLzy",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244334527134212096
1193,fox5ny,2020-04-23T16:36:04Z,NJ pays out $1 billion in jobless benefits amid coronavirus outbreak https://t.co/0zaxnzgry3,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253362010387079169
2229,fox5ny,2020-04-01T00:04:04Z,Wegmans to hire over 500 positions in New Jersey https://t.co/PvdA9pMgwC,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245139835096117249
2217,fox5ny,2020-04-01T12:11:03Z,"'Zoom-bombing': FBI warns some teleconferences, online classrooms vulnerable to hackers https://t.co/vs8cJx8xxw",3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245322783057469441
2212,fox5ny,2020-04-01T13:27:05Z,A guide to surviving financially as the bills come due https://t.co/B8gY1R8UAJ,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245341920097964034
2205,fox5ny,2020-04-01T15:55:04Z,Food distribution center opens on Long Island https://t.co/K3nRFL3cPK,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245379160677191682
1348,fox5ny,2020-04-20T19:19:05Z,'That doesn't feel very good': Man records himself being tested for COVID-19 https://t.co/qvexSNjK1T,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1252315874096304131
2202,fox5ny,2020-04-01T16:30:07Z,"Cuomo: NY 83,712 positive cases; 1,941 deaths (up from 1,550) Watch LIVE &gt; https://t.co/OxWmiUclEU #COVID19 #CORONAVIRUS",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245387981122424832
2201,fox5ny,2020-04-01T16:45:08Z,"California to release up to 3,500 new inmate releases over coronavirus https://t.co/RIpSQP86JL",3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245391760706211840
1380,fox5ny,2020-04-18T21:26:04Z,Self-described Florida 'church' ordered to stop selling coronavirus 'cure' https://t.co/ifPjj9SpuR,3,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251623054045831170
1391,fox5ny,2020-04-18T16:52:04Z,"Pandemic costing youth sports millions, creating uncertainty https://t.co/DT0MzED2PC",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251554100153647105
2181,fox5ny,2020-04-01T22:30:10Z,You can make an authentic Shake Shack burger at home with a meal kit https://t.co/WZNAp67Yy3,3,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245478590101274625
2176,fox5ny,2020-04-01T23:54:05Z,Public health official urges residents not to substitute face masks for social distancing https://t.co/JeTj1Lr1GZ,3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245499707364904960
1401,fox5ny,2020-04-18T02:47:05Z,Oklahoma City bombing: 168 people killed in ‘act of homegrown terrorism’ 25 years ago https://t.co/c0a15BtUjl,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251341452422066178
2175,fox5ny,2020-04-02T00:10:06Z,Fountains of Wayne musician Adam Schlesinger reportedly dies of COVID-19 https://t.co/pUuPb9frOX,3,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245503739240251394
1407,fox5ny,2020-04-18T00:55:08Z,U.N.: Coronavirus lockdown could kill hundreds of thousands of children across the globe https://t.co/LEkEEPjP30,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251313280301314048
1408,fox5ny,2020-04-18T00:39:04Z,John Krasinski to deejay a virtual prom for class of 2020 students amid coronavirus pandemic https://t.co/Jt2iENzBn5,3,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251309235348045825
1409,fox5ny,2020-04-18T00:22:05Z,Brooklyn Half-Marathon canceled https://t.co/nHlTGVqw4h,3,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251304959720775684
1413,fox5ny,2020-04-17T23:46:26Z,RT @ChristieMLeto: Thank you @fox5ny for hosting this great event!! I’m in the mood for some Gaffigan toast lol! @CityHarvest PLEASE DONATE!! Ok forget the toast. Grilled Ham &amp; Swiss it is!!,3,0,,ChristieMLeto,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1251295991506055168
2169,fox5ny,2020-04-02T01:50:07Z,COVID-19 pandemic hasn’t stopped this grandpa and granddaughter from dancing together https://t.co/7uvWmH3ERT,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245528909237686273
2167,fox5ny,2020-04-02T02:24:04Z,"‘How to make toilet paper’ search spiked 1,300 percent on Google amid COVID-19 pandemic https://t.co/RDAQYzq43N",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245537453966086144
1423,fox5ny,2020-04-17T21:25:06Z,"Global coronavirus death toll tops 150,000, according to Johns Hopkins https://t.co/rX5p1PGrmK",3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251260420775698438
1319,fox5ny,2020-04-21T13:20:04Z,Schumer: Deal reached on major parts of $500B virus aid https://t.co/Qo3HRa2Aay,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1252587911494631425
2235,fox5ny,2020-03-31T21:59:08Z,Northwell Health using modified BiPAP machines as ventilators https://t.co/XyfMv3C5GJ,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245108393163075596
1196,fox5ny,2020-04-23T14:50:09Z,"Trump says Thunderbirds, Blue Angels will do flyovers across country to honor medical workers https://t.co/xL3xBeM2x1",3,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253335356860018691
1295,fox5ny,2020-04-21T20:17:05Z,Data breach reported on disaster loan application website https://t.co/9OZgopxtdO,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1252692857326051332
1198,fox5ny,2020-04-23T14:17:05Z,Coronavirus may cause strokes in younger patients: report https://t.co/luEvjgcnbV,3,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253327033314107393
1200,fox5ny,2020-04-23T13:54:13Z,#BreakingNews  320 more #coronavirus coronavirus deaths reported in New York City.  https://t.co/jrCiUyECzS,3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1253321281128161286
2309,fox5ny,2020-03-29T22:33:01Z,"Which living room performance are you most looking forward to watching? The iHeartRadio Living Room Concert For America airs tonight at 9 on FOX 5 or on https://t.co/li25ItPo4G.  
https://t.co/OVFK8Bkbwp https://t.co/mbzDiDg6JY",3,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244392145630478336
1207,fox5ny,2020-04-23T12:33:04Z,Another surge in US unemployment applications is likely https://t.co/rscELtNhiK,3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253300857933893634
1217,fox5ny,2020-04-23T04:19:05Z,Heartbreaking photo shows dedication of front line medical workers https://t.co/biRQbA0Ytj,3,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253176544937357312
1225,fox5ny,2020-04-23T02:04:05Z,Penguin Random House donates 750K books to students following school closures due to COVID-19 https://t.co/vh09vWpPZh,3,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253142569132982272
1226,fox5ny,2020-04-23T01:47:05Z,"Johns Hopkins University warns of layoffs, cuts while tracking coronavirus spread https://t.co/4xJKZPupwm",3,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253138291626565633
2289,fox5ny,2020-03-30T17:16:15Z,WATCH LIVE: NY Gov. Andrew Cuomo and state officials update the public from the Javits Center on the #coronavirus response in New York. Watch LIVE at this link: https://t.co/B7fJqEzP1P,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244674815702818817
2280,fox5ny,2020-03-30T23:35:05Z,Democratic lawmakers call for racial data in coronavirus testing https://t.co/2sq7rWYIYA,3,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244770150500483079
1246,fox5ny,2020-04-22T20:47:06Z,"Red Sox stripped of 2nd-round draft pick for breaking video rules, ex-manager Cora banned through 2020 postseason https://t.co/OMUy4vs9wJ",3,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253062798449487872
2271,fox5ny,2020-03-31T05:52:04Z,Washington nursing home residents lift spirits amid COVID-19 lockdown with notes to families https://t.co/6I4OhNcfza,3,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244865022108536833
